Type;Ticket;Symbol;Lots;Buy/sell;Open price;Close price;Open time;Close time;Profit;Swap;Commission;T/P;S/L;Pips;Result;Trade duration (hours);Magic number;Order comment;MAE;MFE;FX Blue Live account
Closed position;76169079;EURGBP;0.16;Sell;0.89553;0.89537;2009/11/19 23:46:20;2009/11/20 06:01:48;4.27;0;0;0.88953;0.90173;1.6;Win;6.26;33333337;;-0.00056;0.00073;example
Closed position;76546182;EURCHF;0.16;Sell;1.51116;1.51113;2009/11/24 00:32:52;2009/11/24 01:32:54;0.47;0;0;1.50516;1.51545;0.3;Win;1;33333337;;-0.00019;0.00022;example
Closed position;76932382;EURGBP;0.16;Sell;0.90606;0.90605;2009/11/25 22:54:34;2009/11/26 00:17:18;0.27;0.08;0;0.90106;0.91031;0.1;Win;1.38;77777773;;-0.00037;0.00073;example
Closed position;76934952;EURGBP;0.16;Sell;0.90611;0.90551;2009/11/25 23:35:23;2009/11/26 01:30:11;16.03;0.08;0;0.90011;0.91235;6.0;Win;1.91;33333337;;-0.00032;0.0019;example
Closed position;76942237;EURCHF;0.16;Sell;1.5083;1.50829;2009/11/26 00:59:47;2009/11/26 01:59:59;0.16;0;0;1.5023;1.51262;0.1;Win;1;33333337;;-0.00022;0.0005;example
Closed position;77171619;EURCHF;0.16;Sell;1.50656;1.50601;2009/11/26 23:10:48;2009/11/27 00:10:50;8.77;-0.26;0;1.50056;1.51116;5.5;Win;1;33333337;;-0.00038;0.00125;example
Closed position;77174001;USDCHF;0.24;Sell;1.00374;1.00315;2009/11/26 23:31:36;2009/11/27 00:31:40;14.12;-0.19;0;0.99774;1.01014;5.9;Win;1;33333337;;-0.00368;0.00123;example
Closed position;77194517;EURCHF;0.16;Buy;1.5045;1.50604;2009/11/27 00:34:09;2009/11/27 00:42:31;24.46;0;0;1.5105;1.50009;15.4;Win;0.14;33333337;;0;0;example
Closed position;77177293;EURGBP;0.16;Sell;0.90969;0.90968;2009/11/26 23:53:46;2009/11/27 01:56:05;0.26;0.03;0;0.90469;0.91404;0.1;Win;2.04;77777773;;-0.00301;0.00045;example
Closed position;77881825;USDCHF;0.26;Sell;0.99958;0.999;2009/12/01 23:52:36;2009/12/02 00:40:55;15.1;-0.21;0;0.99358;1.00595;5.8;Win;0.81;33333337;;-0.00019;0.00076;example
Closed position;77885721;EURCHF;0.16;Sell;1.50731;1.50725;2009/12/02 00:33:09;2009/12/02 02:01:28;0.96;0;0;1.50131;1.51159;0.6;Win;1.47;33333337;;-0.00035;0.00016;example
Closed position;78098001;EURCHF;0.18;Sell;1.5075;1.5082;2009/12/02 23:05:03;2009/12/03 04:05:14;-12.61;-0.69;0;1.5015;1.51189;-7;Loss;5;33333337;;-0.0007;0.00031;example
Closed position;78313885;EURUSD;0.16;Buy;1.50424;1.50541;2009/12/03 23:01:58;2009/12/03 23:35:39;18.72;0;0;1.51024;1.49363;11.7;Win;0.56;33333337;;-0.00018;0.00181;example
Closed position;78304500;EURGBP;0.16;Buy;0.90998;0.91002;2009/12/03 22:08:21;2009/12/03 23:36:04;1.05;0;0;0.91498;0.90381;0.4;Win;1.46;77777773;;-0.00082;0.00036;example
Closed position;78313881;USDCHF;0.24;Sell;1.00154;1.00052;2009/12/03 23:01:57;2009/12/04 00:25:53;24.47;-0.17;0;0.99554;1.00794;10.2;Win;1.4;33333337;;-0.00011;0.00185;example
Closed position;78321890;EURGBP;0.16;Sell;0.91055;0.90995;2009/12/04 00:10:24;2009/12/04 00:26:43;15.9;0;0;0.90555;0.91475;6.0;Win;0.27;77777773;;0;0;example
Closed position;78320198;EURGBP;0.16;Sell;0.91023;0.90967;2009/12/03 23:57:43;2009/12/04 00:50:48;14.84;0.35;0;0.90423;0.91661;5.6;Win;0.88;33333337;;-0.00045;0.00087;example
Closed position;78322834;EURCHF;0.16;Buy;1.50653;1.50654;2009/12/04 00:23:21;2009/12/04 03:51:12;0.16;0;0;1.51253;1.50225;0.1;Win;3.46;33333337;;-0.00056;0.0001;example
Closed position;78303150;EURUSD;0.16;Buy;1.50757;1.50758;2009/12/03 22:02:16;2009/12/04 08:02:21;0.16;0.02;0;1.51257;1.50339;0.1;Win;10;77777773;;-0.00386;0.00001;example
Closed position;78748925;USDCHF;0.24;Sell;1.0198;1.01914;2009/12/07 23:46:43;2009/12/08 00:17:59;15.54;-0.19;0;1.0138;1.02615;6.6;Win;0.52;33333337;;-0.00011;0.00169;example
Closed position;78746669;EURUSD;0.18;Sell;1.48296;1.48271;2009/12/07 23:02:51;2009/12/08 01:04:05;4.5;-0.38;0;1.47796;1.49052;2.5;Win;2.02;77777773;;-0.00162;0.00095;example
Closed position;78746584;EURCHF;0.18;Sell;1.51172;1.5117;2009/12/07 23:02:29;2009/12/08 01:04:06;0.36;-0.58;0;1.50572;1.51602;0.2;Loss;2.03;33333337;;-0.00044;0.00061;example
Closed position;78945247;EURUSD;0.18;Sell;1.471;1.4699;2009/12/08 22:30:51;2009/12/08 23:57:27;19.8;0;0;1.466;1.48617;11;Win;1.44;77777773;;-0.00028;0.00126;example
Closed position;78948847;EURCHF;0.18;Sell;1.51017;1.51003;2009/12/08 23:15:30;2009/12/09 00:16:39;2.45;-0.23;0;1.50417;1.51449;1.4;Win;1.02;33333337;;-0.00019;0.00046;example
Closed position;78951749;EURGBP;0.18;Sell;0.90347;0.90584;2009/12/08 23:51:33;2009/12/09 02:51:36;-69.35;0.09;0;0.89847;0.90947;-23.7;Loss;3;77777773;;-0.00276;0.00045;example
Closed position;79188462;EURGBP;0.18;Buy;0.90468;0.90496;2009/12/09 23:21:01;2009/12/10 00:22:10;8.2;-0.44;0;0.90968;0.90028;2.8;Win;1.02;77777773;;-0.00071;0.001;example
Closed position;79188467;EURGBP;0.18;Buy;0.90468;0.90528;2009/12/09 23:21:02;2009/12/10 00:24:15;17.58;-0.44;0;0.91068;0.89828;6.0;Win;1.05;33333337;;-0.00071;0.001;example
Closed position;79190737;EURUSD;0.16;Sell;1.4741;1.47386;2009/12/09 23:32:18;2009/12/10 01:12:10;3.84;-0.34;0;1.4691;1.4783;2.4;Win;1.66;77777773;;-0.00016;0.00066;example
Closed position;79195682;EURGBP;0.16;Sell;0.90515;0.90436;2009/12/10 00:23:23;2009/12/10 01:31:06;20.63;0;0;0.90015;0.90951;7.9;Win;1.13;77777773;;-0.00029;0.00117;example
Closed position;79185614;EURCHF;0.18;Sell;1.51198;1.51253;2009/12/09 23:04:34;2009/12/10 04:05:00;-9.64;-0.89;0;1.50598;1.5163;-5.5;Loss;5.01;33333337;;-0.00068;0.00029;example
Closed position;79188243;EURUSD;0.18;Sell;1.47388;1.47238;2009/12/09 23:20:40;2009/12/10 05:13:42;27;-0.38;0;1.46788;1.48361;15.0;Win;5.88;33333337;;-0.00219;0.00183;example
Closed position;79399296;EURCHF;0.18;Sell;1.51136;1.51146;2009/12/11 00:37:56;2009/12/11 02:51:01;-1.75;0;0;1.50536;1.51572;-1.0;Loss;2.22;33333337;;-0.00052;0.00013;example
Closed position;79776428;EURUSD;0.18;Sell;1.4661;1.46481;2009/12/14 23:02:58;2009/12/14 23:44:36;23.22;0;0;1.4601;1.46939;12.9;Win;0.69;33333337;;-0.00009;0.00177;example
Closed position;79777985;USDCHF;0.26;Sell;1.03185;1.03166;2009/12/14 23:25:38;2009/12/15 00:25:43;4.79;-0.15;0;1.02585;1.03819;1.9;Win;1;33333337;;-0.00011;0.00069;example
Closed position;79997248;EURGBP;0.18;Sell;0.89367;0.89337;2009/12/15 22:54:57;2009/12/15 23:55:53;8.79;0;0;0.88867;0.90013;3.0;Win;1.02;77777773;;-0.00004;0.00071;example
Closed position;80000845;EURCHF;0.18;Sell;1.51244;1.51343;2009/12/15 23:44:47;2009/12/16 04:44:52;-17.11;-0.29;0;1.50644;1.51673;-9.9;Loss;5;33333337;;-0.00106;0.00019;example
Closed position;80244102;EURCHF;0.18;Sell;1.50944;1.50923;2009/12/17 00:29:09;2009/12/17 02:20:52;3.64;0;0;1.50344;1.51372;2.1;Win;1.86;33333337;;-0.00019;0.00056;example
Closed position;80240862;USDCHF;0.26;Sell;1.03881;1.04521;2009/12/16 23:50:59;2009/12/17 03:50:40;-159.2;-0.75;0;1.03281;1.04521;-64.0;Loss;3.99;33333337;;-0.007;0.00052;example
Closed position;80515454;EURCHF;0.18;Sell;1.50229;1.50121;2009/12/17 23:13:25;2009/12/18 00:12:54;18.53;-0.57;0;1.49629;1.50661;10.8;Win;0.99;33333337;;-0.00044;0.00158;example
Closed position;80515437;USDCHF;0.24;Sell;1.04763;1.04669;2009/12/17 23:13:22;2009/12/18 00:52:53;21.55;-0.16;0;1.04163;1.05395;9.4;Win;1.66;33333337;;-0.00201;0.00142;example
Closed position;80524786;EURCHF;0.18;Buy;1.50134;1.49705;2009/12/18 00:12:52;2009/12/18 01:29:33;-73.92;0;0;1.50734;1.49705;-42.9;Loss;1.28;33333337;;-0.00567;0.00049;example
Closed position;81014192;EURGBP;0.18;Sell;0.89027;0.88998;2009/12/21 23:01:51;2009/12/21 23:58:15;8.38;0;0;0.88427;0.89661;2.9;Win;0.94;33333337;;0;0;example
Closed position;81014954;USDCHF;0.24;Sell;1.04691;1.04638;2009/12/21 23:04:17;2009/12/22 00:04:24;12.16;-0.21;0;1.04191;1.05023;5.3;Win;1;77777773;;-0.00011;0.00179;example
Closed position;81015382;EURCHF;0.16;Sell;1.4944;1.4937;2009/12/21 23:05:00;2009/12/22 00:06:04;10.71;-0.21;0;1.4884;1.4987;7;Win;1.02;33333337;;-0.00019;0.00123;example
Closed position;81015093;EURUSD;0.18;Buy;1.4269;1.42761;2009/12/21 23:04:35;2009/12/22 00:08:44;12.78;0.02;0;1.4319;1.4227;7.1;Win;1.07;77777773;;-0.00031;0.00092;example
Closed position;81015221;EURUSD;0.16;Buy;1.42666;1.42824;2009/12/21 23:04:41;2009/12/22 00:46:11;25.28;0.02;0;1.43266;1.42048;15.8;Win;1.69;33333337;;-0.00009;0.00202;example
Closed position;81014873;USDCHF;0.24;Sell;1.04633;1.04545;2009/12/21 23:03:50;2009/12/22 00:49:29;20.2;-0.21;0;1.04033;1.05265;8.8;Win;1.76;33333337;;-0.00064;0.00121;example
Closed position;81025587;EURGBP;0.18;Sell;0.89027;0.88965;2009/12/22 00:47:35;2009/12/22 01:03:52;17.93;0;0;0.88527;0.89455;6.2;Win;0.27;77777773;;-0.00004;0.00103;example
Closed position;81255200;EURGBP;0.18;Sell;0.89308;0.89291;2009/12/22 23:26:32;2009/12/23 00:26:38;4.89;0.14;0;0.88808;0.89758;1.7;Win;1;77777773;;-0.00004;0.00069;example
Closed position;81262525;EURCHF;0.18;Sell;1.49449;1.49567;2009/12/23 00:46:07;2009/12/23 05:46:09;-20.23;0;0;1.48849;1.49877;-11.8;Loss;5;33333337;;-0.00148;-0.00008;example
Closed position;81253939;EURGBP;0.18;Sell;0.89276;0.89466;2009/12/22 23:16:50;2009/12/23 11:16:52;-54.49;0.14;0;0.88676;0.89906;-19.0;Loss;12;33333337;;-0.00244;0.00153;example
Closed position;81463916;USDCHF;0.24;Sell;1.03938;1.03901;2009/12/23 23:10:57;2009/12/24 02:32:04;8.55;-0.55;0;1.03338;1.04576;3.7;Win;3.35;33333337;;-0.00029;0.00081;example
Closed position;81463629;EURCHF;0.18;Sell;1.48955;1.49036;2009/12/23 23:06:43;2009/12/24 04:06:49;-14.04;-1.05;0;1.48355;1.49388;-8.1;Loss;5;33333337;;-0.00081;0.00016;example
Closed position;81721599;EURCHF;0.18;Sell;1.48831;1.48825;2009/12/28 23:17:31;2009/12/29 01:27:25;1.04;-0.14;0;1.48231;1.4926;0.6;Win;2.16;33333337;;-0.00097;0.00021;example
Closed position;81721793;USDCHF;0.24;Sell;1.03515;1.0351;2009/12/28 23:20:27;2009/12/29 06:30:18;1.16;-0.14;0;1.02915;1.04147;0.5;Win;7.16;33333337;;-0.00158;0.00036;example
Closed position;82524796;EURCHF;0.18;Sell;1.48445;1.48443;2010/01/04 23:10:47;2010/01/05 01:11:21;0.35;-0.1;0;1.47845;1.48873;0.2;Win;2.01;33333337;;-0.0005;0.0004;example
Closed position;82745713;USDCHF;0.24;Sell;1.03368;1.03365;2010/01/05 23:02:18;2010/01/06 00:50:20;0.7;-0.19;0;1.02768;1.04;0.3;Win;1.8;33333337;;-0.00094;0.00024;example
Closed position;82753795;EURGBP;0.18;Sell;0.89879;0.89849;2010/01/06 00:15:22;2010/01/06 01:20:04;8.62;0;0;0.89379;0.90304;3.0;Win;1.08;77777773;;-0.0004;0.0007;example
Closed position;83034114;EURUSD;0.18;Buy;1.43948;1.4405;2010/01/06 23:42:16;2010/01/07 00:16:59;18.36;-0.05;0;1.44448;1.4281;10.2;Win;0.58;77777773;;-0.00011;0.00102;example
Closed position;83031100;USDCHF;0.24;Sell;1.02803;1.02701;2010/01/06 23:26:59;2010/01/07 01:01:50;23.84;-0.63;0;1.02203;1.03435;10.2;Win;1.58;33333337;;-0.00032;0.00383;example
Closed position;83767232;EURGBP;0.18;Buy;0.90046;0.90106;2010/01/11 22:56:32;2010/01/11 23:33:03;17.38;0;0;0.90546;0.89617;6.0;Win;0.61;77777773;;-0.00057;0.0006;example
Closed position;83777934;EURCHF;0.18;Sell;1.47499;1.4746;2010/01/12 00:49:56;2010/01/12 02:16:03;6.89;0;0;1.46899;1.47927;3.9;Win;1.44;33333337;;-0.00045;0.00087;example
Closed position;83771004;EURUSD;0.18;Buy;1.45048;1.45076;2010/01/11 23:26:51;2010/01/12 07:29:59;5.04;0.02;0;1.45648;1.44522;2.8;Win;8.05;33333337;;-0.00511;0.0013;example
Closed position;83771024;USDCHF;0.24;Sell;1.01665;1.0166;2010/01/11 23:26:51;2010/01/12 08:37:33;1.18;-0.19;0;1.01065;1.02305;0.5;Win;9.18;33333337;;-0.00417;0.00108;example
Closed position;84005398;EURCHF;0.18;Sell;1.47568;1.47518;2010/01/12 23:56:08;2010/01/13 00:56:19;8.83;-0.21;0;1.46968;1.47996;5.0;Win;1;33333337;;-0.00029;0.00068;example
Closed position;84220867;USDCHF;0.26;Sell;1.01872;1.0181;2010/01/13 23:31:31;2010/01/14 00:32:32;15.83;-0.76;0;1.01272;1.02501;6.2;Win;1.02;33333337;;-0.00029;0.00134;example
Closed position;84226782;EURCHF;0.18;Sell;1.47761;1.47855;2010/01/14 00:34:12;2010/01/14 05:34:33;-16.63;0;0;1.47161;1.48189;-9.4;Loss;5.01;33333337;;-0.00108;-0.00001;example
Closed position;84464487;EURCHF;0.18;Sell;1.47717;1.47712;2010/01/14 23:13:46;2010/01/15 01:31:47;0.88;-0.28;0;1.47117;1.48153;0.5;Win;2.3;33333337;;-0.00037;0.00022;example
Closed position;84464868;USDCHF;0.26;Sell;1.01871;1.0251;2010/01/14 23:17:14;2010/01/15 03:21:12;-162.07;-0.23;0;1.01271;1.0251;-63.9;Loss;4.07;33333337;;-0.00647;0.00062;example
Closed position;84893723;USDCHF;0.24;Sell;1.02502;1.02402;2010/01/18 23:55:56;2010/01/19 00:09:36;23.44;-0.16;0;1.01902;1.03133;10.0;Win;0.23;33333337;;-0.00011;0.00141;example
Closed position;84890981;EURCHF;0.18;Sell;1.47438;1.47466;2010/01/18 23:38:34;2010/01/19 02:15:26;-4.93;-0.33;0;1.46838;1.47866;-2.8;Loss;2.61;33333337;;-0.00104;0.00034;example
Closed position;84891214;EURUSD;0.18;Sell;1.43928;1.43881;2010/01/18 23:38:45;2010/01/19 04:02:05;8.46;-0.29;0;1.43328;1.44237;4.7;Win;4.39;33333337;;-0.00212;0.00125;example
Closed position;85508362;USDCHF;0.24;Buy;1.04379;1.04415;2010/01/20 23:53:26;2010/01/21 02:44:03;8.27;0.14;0;1.04979;1.03753;3.6;Win;2.84;33333337;;-0.00181;0.00074;example
Closed position;85514116;EURCHF;0.18;Sell;1.47277;1.47359;2010/01/21 00:54:46;2010/01/21 03:01:29;-14.1;0;0;1.46677;1.47702;-8.2;Loss;2.11;33333337;;-0.00084;0.0004;example
Closed position;85816396;USDCHF;0.24;Sell;1.04304;1.04212;2010/01/21 23:41:52;2010/01/22 00:25:52;21.19;-0.12;0;1.03704;1.04929;9.2;Win;0.73;33333337;;-0.00082;0.00155;example
Closed position;85824667;EURCHF;0.18;Buy;1.46813;1.46892;2010/01/22 00:12:50;2010/01/22 00:56:05;13.65;0;0;1.47413;1.46367;7.9;Win;0.72;33333337;;-0.00066;0.00097;example
Closed position;85827510;EURGBP;0.18;Sell;0.87033;0.87033;2010/01/22 00:20:38;2010/01/22 01:21:41;0;0;0;0.86533;0.87453;0.0;B/E;1.02;77777773;;-0.0007;0.00058;example
Closed position;85833920;EURCHF;0.18;Sell;1.46886;1.46899;2010/01/22 00:54:56;2010/01/22 02:19:40;-2.25;0;0;1.46386;1.47396;-1.3;Loss;1.41;77777773;;-0.00071;0.00068;example
Closed position;85834345;EURCHF;0.18;Sell;1.46892;1.47036;2010/01/22 00:55:54;2010/01/22 05:55:58;-24.9;0;0;1.46292;1.47324;-14.4;Loss;5;33333337;;-0.00265;0.00074;example
Closed position;85814371;EURGBP;0.18;Sell;0.87003;0.86997;2010/01/21 23:31:01;2010/01/22 08:07:17;1.76;0.12;0;0.86403;0.87617;0.6;Win;8.6;33333337;;-0.00189;0.00109;example
Closed position;86477809;USDCHF;0.24;Sell;1.04002;1.03949;2010/01/25 23:34:10;2010/01/26 01:10:03;12.24;-0.18;0;1.03402;1.0463;5.3;Win;1.6;33333337;;-0.00021;0.00178;example
Closed position;86485746;EURCHF;0.18;Sell;1.47149;1.47145;2010/01/26 00:44:54;2010/01/26 03:56:59;0.69;0;0;1.46549;1.47572;0.4;Win;3.2;33333337;;-0.00062;0.00025;example
Closed position;86800061;USDCHF;0.24;Sell;1.04638;1.04586;2010/01/26 23:03:45;2010/01/27 02:04:27;11.93;-0.23;0;1.04038;1.05265;5.2;Win;3.01;33333337;;-0.00111;0.00107;example
Closed position;86810845;EURCHF;0.18;Sell;1.47282;1.47269;2010/01/27 00:50:01;2010/01/27 02:06:07;2.24;0;0;1.46682;1.47702;1.3;Win;1.27;33333337;;-0.00062;0.00048;example
Closed position;87108500;EURCHF;0.18;Sell;1.47256;1.47341;2010/01/27 23:01:02;2010/01/28 02:46:50;-14.52;-0.72;0;1.46656;1.47695;-8.5;Loss;3.76;33333337;;-0.00136;0.00109;example
Closed position;87413109;EURGBP;0.18;Buy;0.86587;0.8659;2010/01/28 22:08:14;2010/01/28 23:26:40;0.87;0;0;0.87087;0.86014;0.3;Win;1.31;77777773;;-0.00081;0.00011;example
Closed position;87413859;EURUSD;0.18;Buy;1.39656;1.3963;2010/01/28 22:11:10;2010/01/29 01:00:06;-4.68;0.04;0;1.40156;1.39246;-2.6;Loss;2.82;77777773;;-0.00138;0.00073;example
Closed position;87425844;USDCHF;0.24;Sell;1.05262;1.05261;2010/01/28 23:33:49;2010/01/29 03:33:51;0.23;-0.18;0;1.04662;1.05897;0.1;Win;4;33333337;;-0.00232;0.00084;example
Closed position;87425665;EURUSD;0.18;Buy;1.39591;1.39592;2010/01/28 23:33:47;2010/01/29 08:51:58;0.18;0.04;0;1.40191;1.39031;0.1;Win;9.3;33333337;;-0.00472;0.00101;example
Closed position;88040626;USDCHF;0.24;Buy;1.05572;1.05592;2010/02/01 22:03:31;2010/02/01 23:33:06;4.55;0;0;1.06072;1.05258;2.0;Win;1.49;77777773;;-0.00019;0.00139;example
Closed position;88057729;EURCHF;0.18;Sell;1.47157;1.47152;2010/02/02 00:15:23;2010/02/02 02:17:26;0.85;0;0;1.46557;1.47584;0.5;Win;2.03;33333337;;-0.0004;0.00043;example
Closed position;88343805;USDCHF;0.24;Sell;1.05556;1.05452;2010/02/02 23:12:55;2010/02/03 00:36:30;23.67;-0.16;0;1.04956;1.06169;10.4;Win;1.39;33333337;;-0.00011;0.00124;example
Closed position;88343400;EURCHF;0.18;Sell;1.47355;1.4735;2010/02/02 23:11:38;2010/02/03 02:11:19;0.86;-0.24;0;1.46755;1.47761;0.5;Win;2.99;33333337;;-0.00073;0.00013;example
Closed position;88636745;EURCHF;0.18;Sell;1.47197;1.47151;2010/02/03 23:01:24;2010/02/03 23:25:55;7.81;0;0;1.46597;1.47636;4.6;Win;0.41;33333337;;-0.00019;0.0008;example
Closed position;88634364;EURUSD;0.18;Buy;1.3888;1.38935;2010/02/03 22:51:11;2010/02/04 00:31:24;9.9;-0.27;0;1.3938;1.38471;5.5;Win;1.67;77777773;;-0.00062;0.00088;example
Closed position;88647354;EURGBP;0.18;Buy;0.87341;0.87344;2010/02/04 00:02:54;2010/02/04 01:05:03;0.86;0;0;0.87841;0.86929;0.3;Win;1.04;77777773;;-0.00047;0.00019;example
Closed position;88643326;USDCHF;0.24;Buy;1.05862;1.05932;2010/02/03 23:44:51;2010/02/04 01:38:01;15.86;0;0;1.06462;1.0524;7.0;Win;1.89;33333337;;-0.00062;0.00089;example
Closed position;88996746;EURUSD;0.18;Buy;1.37201;1.37351;2010/02/04 23:13:46;2010/02/05 00:06:44;27;-0.09;0;1.37801;1.36312;15.0;Win;0.88;33333337;;-0.0003;0.00153;example
Closed position;88996665;EURGBP;0.18;Buy;0.87049;0.87111;2010/02/04 23:13:41;2010/02/05 00:07:22;17.6;-0.4;0;0.87649;0.86428;6.2;Win;0.89;33333337;;-0.00004;0.00115;example
Closed position;88991988;EURGBP;0.18;Buy;0.87122;0.87132;2010/02/04 22:54:01;2010/02/05 00:16:55;2.84;-0.4;0;0.87622;0.8671;1.0;Win;1.38;77777773;;-0.00145;0.00042;example
Closed position;88993701;USDCHF;0.24;Sell;1.06683;1.0658;2010/02/04 23:00:09;2010/02/05 00:56:56;23.19;-0.16;0;1.06083;1.0732;10.3;Win;1.95;33333337;;-0.00024;0.00113;example
Closed position;89006575;EURGBP;0.18;Sell;0.87122;0.87121;2010/02/05 00:16:49;2010/02/05 01:53:41;0.28;0;0;0.86622;0.87595;0.1;Win;1.61;77777773;;-0.0004;0.00124;example
Closed position;89750379;EURGBP;0.18;Sell;0.87625;0.87588;2010/02/08 23:04:25;2010/02/09 00:04:28;10.39;-0.56;0;0.87125;0.88051;3.7;Win;1;77777773;;-0.00061;0.00079;example
Closed position;89751866;USDCHF;0.26;Sell;1.07363;1.07262;2010/02/08 23:06:55;2010/02/09 00:28:28;24.48;-0.19;0;1.06763;1.08;10.1;Win;1.36;33333337;;-0.00011;0.00144;example
Closed position;89768890;EURGBP;0.18;Sell;0.87682;0.87626;2010/02/09 00:57:27;2010/02/09 01:05:14;15.72;0;0;0.87182;0.88096;5.6;Win;0.13;77777773;;-0.00008;0.00105;example
Closed position;89765834;EURCHF;0.18;Sell;1.46552;1.46727;2010/02/09 00:25:07;2010/02/09 05:25:09;-29.38;0;0;1.45952;1.46975;-17.5;Loss;5;33333337;;-0.00265;0.00085;example
Closed position;90082443;EURGBP;0.18;Buy;0.87736;0.87765;2010/02/09 22:00:39;2010/02/09 23:03:59;8.2;0;0;0.88236;0.87327;2.9;Win;1.06;77777773;;-0.00035;0.00079;example
Closed position;90092507;EURUSD;0.18;Sell;1.37992;1.37917;2010/02/09 23:04:37;2010/02/09 23:34:43;13.5;0;0;1.37492;1.38407;7.5;Win;0.5;77777773;;-0.00012;0.00111;example
Closed position;90092237;EURUSD;0.18;Sell;1.37973;1.37817;2010/02/09 23:04:25;2010/02/10 00:54:20;28.08;-0.31;0;1.37373;1.38553;15.6;Win;1.83;33333337;;-0.00034;0.00164;example
Closed position;90097322;EURCHF;0.18;Sell;1.46835;1.46819;2010/02/09 23:28:25;2010/02/10 03:25:02;2.7;-0.37;0;1.46235;1.47262;1.6;Win;3.94;33333337;;-0.00074;0.00065;example
Closed position;90433440;EURCHF;0.2;Buy;1.46584;1.46636;2010/02/11 00:18:38;2010/02/11 00:29:57;9.75;0;0;1.47184;1.46157;5.2;Win;0.19;33333337;;0;0;example
Closed position;91369899;EURCHF;0.2;Sell;1.46546;1.46549;2010/02/16 00:36:35;2010/02/16 04:51:23;-0.55;0;0;1.45946;1.46967;-0.3;Loss;4.25;33333337;;-0.00108;0.00002;example
Closed position;91673790;USDCHF;0.26;Sell;1.06651;1.06611;2010/02/16 23:59:41;2010/02/17 01:39:09;9.76;0;0;1.06051;1.07271;4.0;Win;1.66;33333337;;-0.00031;0.00083;example
Closed position;92005344;EURUSD;0.2;Buy;1.35954;1.35999;2010/02/17 22:32:45;2010/02/17 23:03:01;9;0;0;1.36454;1.35542;4.5;Win;0.5;77777773;;-0.0004;0.00111;example
Closed position;92361409;EURUSD;0.2;Buy;1.35791;1.35381;2010/02/18 22:32:31;2010/02/18 22:36:17;-82;0;0;1.36291;1.35381;-41.0;Loss;0.06;77777773;;-0.0075;-0.00009;example
Closed position;92361392;USDCHF;0.26;Sell;1.07992;1.08312;2010/02/18 22:32:30;2010/02/18 22:36:55;-76.82;0;0;1.07492;1.08312;-32.0;Loss;0.07;77777773;;0;0;example
Closed position;92371760;EURGBP;0.18;Buy;0.87033;0.86993;2010/02/18 22:37:41;2010/02/18 22:39:14;-11.21;0;0;0.87533;0.86601;-4.0;Loss;0.03;77777773;;0;0;example
Closed position;92376986;EURCHF;0.18;Buy;1.46537;1.46642;2010/02/18 22:39:14;2010/02/18 22:40:54;17.47;0;0;1.47037;1.46108;10.5;Win;0.03;77777773;;0;0;example
Closed position;92380221;EURGBP;0.18;Buy;0.87006;0.8707;2010/02/18 22:41:22;2010/02/18 22:41:59;17.94;0;0;0.87506;0.86597;6.4;Win;0.01;77777773;;0;0;example
Closed position;92380492;EURCHF;0.18;Buy;1.46554;1.46655;2010/02/18 22:41:31;2010/02/18 22:56:29;16.78;0;0;1.47054;1.46117;10.1;Win;0.25;77777773;;-0.00071;0.00101;example
Closed position;92409127;EURUSD;0.18;Buy;1.3495;1.35105;2010/02/18 23:38:47;2010/02/18 23:41:31;27.9;0;0;1.3555;1.33446;15.5;Win;0.05;33333337;;-0.00009;0.00155;example
Closed position;92406325;USDCHF;0.26;Sell;1.08498;1.08826;2010/02/18 23:34:11;2010/02/19 00:50:48;-78.36;-0.53;0;1.07998;1.08826;-32.8;Loss;1.28;77777773;;-0.00414;-0.00011;example
Closed position;92439007;EURCHF;0.18;Buy;1.46454;1.46586;2010/02/19 00:52:19;2010/02/19 02:15:13;21.84;0;0;1.47054;1.46021;13.2;Win;1.38;33333337;;-0.00038;0.00136;example
Closed position;92435204;EURGBP;0.18;Sell;0.87212;0.87383;2010/02/19 00:49:37;2010/02/19 03:49:39;-47.47;0;0;0.86712;0.87625;-17.1;Loss;3;77777773;;-0.00265;-0.00001;example
Closed position;92409017;USDCHF;0.24;Sell;1.08533;1.08523;2010/02/18 23:38:38;2010/02/19 10:07:49;2.21;-0.49;0;1.07933;1.09568;1.0;Win;10.49;33333337;;-0.00457;0.00104;example
Closed position;93013958;USDCHF;0.24;Buy;1.07498;1.07599;2010/02/22 23:04:38;2010/02/22 23:20:32;22.53;0;0;1.07998;1.07178;10.1;Win;0.26;77777773;;0;0;example
Closed position;93013781;USDCHF;0.24;Buy;1.07527;1.07631;2010/02/22 23:04:21;2010/02/23 00:29:27;23.19;0;0;1.08127;1.06898;10.4;Win;1.42;33333337;;-0.00011;0.00117;example
Closed position;93013695;EURCHF;0.18;Buy;1.46238;1.46308;2010/02/22 23:04:18;2010/02/23 01:04:22;11.72;0.03;0;1.46838;1.45802;7.0;Win;2;33333337;;-0.00019;0.0011;example
Closed position;93441716;EURGBP;0.18;Buy;0.87528;0.87548;2010/02/23 23:08:23;2010/02/24 00:12:37;5.56;-0.36;0;0.88028;0.87109;2.0;Win;1.07;77777773;;-0.00004;0.0004;example
